price	name	product_name	strength	pack_size	form	scientificName	scientific_category	consumer_category	company	route	description	imageUrl
69.0	ليزبيرج 20 مجم 30 أقراص	ليزبيرج	20 مجم	30	أقراص	أولميسارتان	حاصر مستقبل الأنجيوتنسين	القلب والضغط	جلوبال أدفانسيد فارماسيوتيكالز (جاب)	فموي صلب	يخفض ضغط الدم ويحمي القلب والكلى عن طريق ارتخاء الأوعية الدموية.	https://demov2.egypt.dawatech.com/web/image/product.template/14174/image_1920
155.0	ليميتليس ألزيم ماكس 20 أقراص	ليميتليس ألزيم ماكس		20	أقراص	ألفاتشيموتريبسين + تريبسين + بروميلاين	علاج تعويض الإنزيم	القلب والضغط	إيفا فارما	فموي صلب	يعوّض إنزيمًا ناقصًا في الجسم للتحكم في حالة استقلابية معينة. يتطلب إشرافًا متخصصًا.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/limitless-allzyme-max-20-tablets-855193.jpg?v=1697682772
260.0	ليميتليس هيدرات تشارج 6 أعواد	ليميتليس هيدرات تشارج		6	أعواد	سوديوم + بوتاسيوم + كلوريد + كافيين + ماجنيسيوم + زنك + فيتامين ب + فيتامين ب	محلول معالجة الجفاف	المضادات الحيوية	إيفا فارما	فوار	يعوّض السوائل والأملاح المفقودة بسبب الإسهال أو القيء أو الجفاف.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/limitless-hydrate-charge-coffee-sticks-6-sticks-7236135.jpg?v=1762414509
265.0	ليميتليس سليب ايد دوال 30 أقراص	ليميتليس سليب ايد دوال		30	أقراص	ميلاتونين + أشواجاندا + تشاموميل + فيتامين ب + لثينين	مساعد على النوم	الصحة النفسية	إيفا فارما	فموي صلب	يساعد على النوم ويحسّن جودته.	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/LimitlessSleepAid30Tablets_Dual.webp?v=1771752240
500.0	ليميتليس تورميريس 500 مجم 60 كبسولات	ليميتليس تورميريس	500 مجم	60	كبسولات	تورميريس إيكستراكت مج + بيبيرين	علاج التهاب المفاصل	المسكنات	إيفا فارما	فموي صلب	يخفف آلام المفاصل والتيبّس والالتهاب في حالات الخشونة والتهاب المفاصل.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/limitless-turmeric-500-mg-60-capsules-398185.jpg?v=1691501389
90.0	ليميتليس زينس 25 مجم 30 أقراص	ليميتليس زينس	25 مجم	30	أقراص	زينس جلوكونات	زنك	الفيتامينات والمكملات	إيفا فارما	فموي صلب	مكمل زنك يدعم المناعة والجلد والتئام الجروح.	https://demov2.egypt.dawatech.com/web/image/product.template/11331/image_1920
54.0	ليبيدالون 1 مجم 30 أقراص	ليبيدالون	1 مجم	30	أقراص	بيتافاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	ماش بريميير	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://demov2.egypt.dawatech.com/web/image/product.template/13557/image_1920
129.0	ليبيدالون 4 مجم 30 أقراص	ليبيدالون	4 مجم	30	أقراص	بيتافاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	ماش بريميير	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://demov2.egypt.dawatech.com/web/image/product.template/10060/image_1920
87.0	ليبيفيبرات 105 مجم 30 أقراص	ليبيفيبرات	105 مجم	30	أقراص	فينوفيبرات	فايبرات خافض للدهون	الكوليسترول	ماش بريميير	فموي صلب	يخفض دهون الجلسريدات الثلاثية المرتفعة في الدم لحماية القلب.	https://demov2.egypt.dawatech.com/web/image/product.template/12605/image_1920
28.0	ليبينورم 10 مجم 7 أقراص	ليبينورم	10 مجم	7	أقراص	أتورفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	موب	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://demov2.egypt.dawatech.com/web/image/product.template/18124/image_1920
40.0	ليبينورم 20 مجم 7 أقراص	ليبينورم	20 مجم	7	أقراص	أتورفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	موب	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://demov2.egypt.dawatech.com/web/image/product.template/17313/image_1920
268.0	ليبيتور 10 مجم 28 أقراص	ليبيتور	10 مجم	28	أقراص	أتورفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	بفيزير > فياتريس إيجيبت	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/lipitor-10-mg-28-tablets-670241.jpg?v=1687635953
348.0	ليبيتور 20 مجم 28 أقراص	ليبيتور	20 مجم	28	أقراص	أتورفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	بفيزير > فياتريس إيجيبت	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/lipitor-20-mg-28-tablets-594116.jpg?v=1687635954
226.0	ليبيتور 40 مجم 14 أقراص	ليبيتور	40 مجم	14	أقراص	أتورفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	بفيزير > فياتريس إيجيبت	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/lipitor-40-mg-14-tablets-7821461.jpg?v=1755656398
70.0	ليبيترين 10/40 مجم 7 أقراص	ليبيترين	10/40 مجم	7	أقراص	إيزيتيميب + سيمفاستاتين	مثبط امتصاص الكوليسترول مع ستاتين	الكوليسترول	تشيميفارم	فموي صلب	تركيبة تخفض الكوليسترول بآليتين لسيطرة أقوى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/lipitrin-40-mg-10-mg-7-tablets-989339.jpg?v=1707749464
238.0	ليفاجول 450 مجم 20 كبسولات	ليفاجول	450 مجم	20	كبسولات	حمض أورسوديوكسيكوليك	علاج الالتهاب الكبدي	مضادات الفيروسات	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يعالج الالتهاب الكبدي الفيروسي. يتطلب إشرافًا متخصصًا.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/livagoal-450-mg-20-capsules-937467.jpg?v=1733229387
83.0	لونجاسيف إي ف فيالات	لونجاسيف إي ف			فيالات	سيفترياكسون	سيفالوسبورين - جيل ثالث	المضادات الحيوية	ث أونيتيد فارماسيوتيكالز كو لتدجوردان > موديرن فارما	حقن	مضاد حيوي واسع المدى لعلاج مجموعة كبيرة من العدوى البكتيرية، منها التهابات الصدر والمسالك البولية.	https://demov2.egypt.dawatech.com/web/image/product.template/13206/image_1920
83.0	لونجاسيف إي م فيالات	لونجاسيف إي م			فيالات	سيفترياكسون	سيفالوسبورين - جيل ثالث	المضادات الحيوية	ث أونيتيد فارماسيوتيكالز كو لتدجوردان > موديرن فارما	حقن	مضاد حيوي واسع المدى لعلاج مجموعة كبيرة من العدوى البكتيرية، منها التهابات الصدر والمسالك البولية.	https://demov2.egypt.dawatech.com/web/image/product.template/13206/image_1920
45.0	لوبريكاوغ شراب 100 مل	لوبريكاوغ		100 مل	شراب	أسيتيل سيستئين + كلورفينيرامين	أدوية السعال	البرد والسعال	أتكو فارما	فموي سائل	يخفف السعال ويساعد على تنظيف الصدر.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/loprecough-syrup-100-ml-444492.jpg?v=1728619231
21.6	لوسارتانامرييا 50 مجم 10 أقراص	لوسارتانامرييا	50 مجم	10	أقراص	لوسارتان بوتاسيوم	حاصر مستقبل الأنجيوتنسين	القلب والضغط	أمرييا	فموي صلب	يخفض ضغط الدم ويحمي القلب والكلى عن طريق ارتخاء الأوعية الدموية.	https://demov2.egypt.dawatech.com/web/image/product.template/17304/image_1920
92.0	لوسيدريل 250 مجم 20 أقراص	لوسيدريل	250 مجم	20	أقراص	ميكلوفينوكسات	محسّن للدورة الدموية المخية	المخ والأعصاب	مينا فارم > ليفا سانتيفرانس	فموي صلب	يحسّن تدفق الدم إلى المخ لدعم الذاكرة والتركيز وتخفيف الدوخة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/lucidril-250-mg-20-tablets-284427.jpg?v=1731671531
150.0	لوسيدريل 500 مجم 20 أقراص	لوسيدريل	500 مجم	20	أقراص	ميكلوفينوكسات	محسّن للدورة الدموية المخية	المخ والأعصاب	مينا فارم > ليفا سانتيفرانس	فموي صلب	يحسّن تدفق الدم إلى المخ لدعم الذاكرة والتركيز وتخفيف الدوخة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/lucidril-500-mg-20-tablets-962893.jpg?v=1687637155
136.0	لوسترال 50 مجم 20 أقراص	لوسترال	50 مجم	20	أقراص	سيرترالين	مضادات الاكتئاب	الصحة النفسية	فياتريس	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/lustral-50-mg-20-tablets-518985.jpg?v=1687637155
40.0	لوتوفولون أمبولات 2	لوتوفولون		2	أمبولات	إيستراديول + بروجيستيرون	أمراض نساء	صحة المرأة	ميسر	حقن	يُستخدم في حالات أمراض النساء وصحة المرأة.	https://demov2.egypt.dawatech.com/web/image/product.template/15207/image_1920
51.0	ماكروفوران 50 مجم 30 كبسولات	ماكروفوران	50 مجم	30	كبسولات	نيتروفورانتوين	علاج التهاب المسالك البولية	المضادات الحيوية	كاهيرا	فموي صلب	يعالج التهابات المسالك البولية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/macrofuran-50-mg-30-capsules-100495.jpg?v=1742630068
39.0	ماريفان 1 مجم 102 أقراص	ماريفان	1 مجم	102	أقراص	وارفارين	مضاد تخثر - مثبط عوامل التجلط	القلب والضغط	جلاكسو سميثكلين	فموي صلب	مميّع للدم يمنع الجلطات والسكتات في الأوردة والرئتين.	https://demov2.egypt.dawatech.com/web/image/product.template/15324/image_1920
54.0	مارك فاست 30 كبسولات	مارك فاست		30	كبسولات	كلورزوكسازون + إيبوبروفين	باسط للعضلات	المخ والأعصاب	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يرخي العضلات المشدودة والمؤلمة ويخفف التشنج.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/mark-fast-30-capsules-283290.jpg?v=1687637155
200.0	مارنيس نيوكاربون 30 كبسولات	مارنيس نيوكاربون		30	كبسولات	أكتيفاتيد تشاركول + أنيس + بيبيرمينت	مضاد للانتفاخ	المعدة والهضم	مارنيس > والفارم	فموي صلب	يخفف الانتفاخ وتجمع الغازات والشعور بعدم الراحة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/marnys-neocarbon-30-capsules-526018.jpg?v=1705248919
105.0	مافيلور 5 مجم 30 أقراص	مافيلور	5 مجم	30	أقراص	نيبيفولول هيدروكلوريد	حاصر بيتا انتقائي	القلب والضغط	مولتيابيكس	فموي صلب	يخفض ضغط الدم ويبطئ ضربات القلب السريعة ويقلل العبء على القلب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mavilor-5-mg-30-tablets-691077.jpg?v=1713924835
31.0	ميجالاس شراب 125 مل	ميجالاس		125 مل	شراب	ألفا أميلاس	إنزيمات مضادة للالتهاب	المسكنات	أماون	فموي سائل	إنزيمات طبيعية تقلل التورم والالتهاب والألم وتسرّع الشفاء بعد الإصابات أو الجراحة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/megalase-syrup-125-ml-933546.jpg?v=1724443622
178.0	ميجاموكس 14 أقراص	ميجاموكس		14	أقراص	أموكسيسيلين + حمض كلافولانيك	بنسلين مع مثبط بيتا لاكتاماز	المضادات الحيوية	أل جازيرا فارماسيوتيكال > هيكما فارما	فموي صلب	مضاد حيوي بنسليني واسع المدى لعلاج التهابات الصدر والحلق والأذن والمسالك البولية والأسنان.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/megamox-1-gm-14-tablets-428705.jpg?v=1687637219
150.0	ميلاتوريست 30 كبسولات	ميلاتوريست		30	كبسولات	ميلاتونين + لثينين	مساعد على النوم	الصحة النفسية	ماش بريميير	فموي صلب	يساعد على النوم ويحسّن جودته.	https://demov2.egypt.dawatech.com/web/image/product.template/8595/image_1920
204.0	ميليتوفيكس 10 مجم 30 أقراص	ميليتوفيكس	10 مجم	30	أقراص	إمباجليفلوزين	مثبط SGLT2	السكري	إيفا فارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بالتخلص من السكر الزائد عبر البول، ويدعم صحة القلب والكلى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mellitofix-10-mg-30-tablets-817746.jpg?v=1725378296
303.0	ميليتوفيكس 25 مجم 30 أقراص	ميليتوفيكس	25 مجم	30	أقراص	إمباجليفلوزين	مثبط SGLT2	السكري	إيفا فارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بالتخلص من السكر الزائد عبر البول، ويدعم صحة القلب والكلى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/mellitofix-25-mg-30-tablets-887974.jpg?v=1707299056
214.5	ميليتوفيكس ميت 12.5/1000 مجم 30 أقراص	ميليتوفيكس ميت	12.5/1000 مجم	30	أقراص	إمباجليفلوزين + ميتفورمين	مثبط SGLT2	السكري	إيفا فارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بالتخلص من السكر الزائد عبر البول، ويدعم صحة القلب والكلى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mellitofix-met-125-mg-1000-mg-30-tablets-283728.jpg?v=1725378300
163.5	ميليتوفيكس ميت 5/1000 مجم 30 أقراص	ميليتوفيكس ميت	5/1000 مجم	30	أقراص	إمباجليفلوزين + ميتفورمين	مثبط SGLT2	السكري	إيفا فارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بالتخلص من السكر الزائد عبر البول، ويدعم صحة القلب والكلى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mellitofix-met-125-mg-1000-mg-30-tablets-283728.jpg?v=1725378300
295.5	ميليتوفيكس ميت كسر 12.5/1000 مجم 30 أقراص	ميليتوفيكس ميت كسر	12.5/1000 مجم	30	أقراص	إمباجليفلوزين + ميتفورمين	مثبط SGLT2	السكري	إيفا فارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بالتخلص من السكر الزائد عبر البول، ويدعم صحة القلب والكلى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mellitofix-met-125-mg-1000-mg-30-tablets-283728.jpg?v=1725378300
54.0	ميبافوران 100 مجم 20 كبسولات	ميبافوران	100 مجم	20	كبسولات	نيتروفورانتوين	علاج التهاب المسالك البولية	المضادات الحيوية	ميباكو	فموي صلب	يعالج التهابات المسالك البولية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/mepafuran-100-mg-20-capsules-920960.jpg?v=1687733128
803.0	ميستينون 60 مجم 150 أقراص	ميستينون	60 مجم	150	أقراص	بيريدوستيجمين بروميد	مثبط الكولين إستيراز	المخ والأعصاب	ميدا أب > أون فارما تيتش	فموي صلب	يحسّن الذاكرة والتفكير في مرض الزهايمر.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mestinon-60-mg-150-tablets-392176.jpg?v=1720769503
6.9	ميكوبان أورال جل 20 جم	ميكوبان أورال		20 جم	جل	ليدوكاين + ميكونازول	مضاد فطريات - إيميدازول	مضادات الفطريات	أمرييا	موضعي	يعالج العدوى الفطرية للجلد والأظافر والأغشية المخاطية.	https://demov2.egypt.dawatech.com/web/image/product.template/18689/image_1920
15.0	ميكوناز 2% كريم 20 جم	ميكوناز	2%	20 جم	كريم	ميكونازول	مضاد فطريات - إيميدازول	مضادات الفطريات	موب	موضعي	يعالج العدوى الفطرية للجلد والأظافر والأغشية المخاطية.	https://demov2.egypt.dawatech.com/web/image/product.template/18097/image_1920
62.0	ميكروسيرس 24 مجم 20 أقراص	ميكروسيرس	24 مجم	20	أقراص	بيتاهيستين	مضاد للدوار	المعدة والهضم	أمرييا	فموي صلب	يخفف الدوخة والدوار الناتج عن مشاكل توازن الأذن الداخلية.	https://demov2.egypt.dawatech.com/web/image/product.template/14959/image_1920
54.0	ميجرانيل 30 أقراص	ميجرانيل		30	أقراص	إيرجوتامين + كافيين + ميبروبامات + أنالجين + فينوباربيتال	مضاد للصداع النصفي	المخ والأعصاب	إيل نيل	فموي صلب	يخفف نوبات الصداع النصفي وما يصاحبها من صداع شديد وأعراض.	https://demov2.egypt.dawatech.com/web/image/product.template/14917/image_1920
40.0	مونتيكال 10 مجم 10 أقراص	مونتيكال	10 مجم	10	أقراص	مونتيلوكاست	مضاد الليكوترين للربو	الربو والتنفس	إيوروبين إيجيبتيان فارم إيند	فموي صلب	يمنع نوبات الربو ويخفف أعراض حساسية المجاري التنفسية.	https://demov2.egypt.dawatech.com/web/image/product.template/14994/image_1920
45.5	مونتيل 10 مجم 10 أقراص	مونتيل	10 مجم	10	أقراص	مونتيلوكاست	مضاد الليكوترين للربو	الربو والتنفس	فاروفارما > إيما فارم	فموي صلب	يمنع نوبات الربو ويخفف أعراض حساسية المجاري التنفسية.	https://demov2.egypt.dawatech.com/web/image/product.template/15478/image_1920
111.0	مودابيكس 50 مجم 30 أقراص	مودابيكس	50 مجم	30	أقراص	سيرترالين	مضادات الاكتئاب	الصحة النفسية	مولتيابيكس	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/moodapex-50-mg-30-tablets-397015.jpg?v=1687638564
132.0	موسابريد 5 مجم 30 أقراص	موسابريد	5 مجم	30	أقراص	موسابريد	منشط مستقبل 5HT4	المعدة والهضم	ويستيرن فارماسيوتيكالز إندستريز > ويستيرن فارما	فموي صلب	يحسّن حركة الأمعاء لتخفيف الإمساك وبطء الهضم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/mosapride-5-mg-30-tablets-701423.jpg?v=1687638564
31.0	موتينورم 5 مجم معلق 5 مل	موتينورم	5 مجم	5 مل	معلق	دومبيريدون	مضاد للقيء	المعدة والهضم	جلاكسو سميثكلين	فموي سائل	يمنع ويخفف الغثيان والقيء.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/motinorm-5-mg-5-ml-suspension-125-ml-382505.jpg?v=1707299121
60.0	موفيجيت 50 مجم 30 أقراص	موفيجيت	50 مجم	30	أقراص	إيتوبريد	منشط لحركة المعدة	المعدة والهضم	موب	فموي صلب	يسرّع إفراغ المعدة لتخفيف الغثيان والانتفاخ والارتجاع.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/movigit-50-mg-30-tablets-662382.jpg?v=1716285032
180.0	موكسيفلوكس 400 مجم 10 أقراص	موكسيفلوكس	400 مجم	10	أقراص	موكسيفلوكساسين	مضاد حيوي كينولون	المضادات الحيوية	إيفا فارما	فموي صلب	مضاد حيوي واسع المدى لعلاج التهابات المسالك البولية والصدر والأمعاء وغيرها.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/moxiflox-400-mg-10-tablets-264393.jpg?v=1687638565
75.0	موكوبراف 600 مجم 10 أكياس	موكوبراف	600 مجم	10	أكياس	أسيتيل سيستئين	مذيب للبلغم	البرد والسعال	كسيديا فارما	فوار	يذيب ويخفف بلغم الصدر السميك ليسهل طرده بالسعال.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mucobrave-600-mg-10-sachets-230785.jpg?v=1724443749
37.0	موكوجيل أورال معلق 180 مل	موكوجيل أورال		180 مل	معلق	ألومينيوم هيدروكسيد + ماجنيسيوم هيدروكسيد + أوكسيثازين	مضاد للحموضة	المعدة والهضم	إييبيكو	فموي سائل	يعادل حمض المعدة لتخفيف الحموضة وحرقان المعدة وعسر الهضم بسرعة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/mucogel-suspension-180-ml-849860.jpg?v=1744936906
114.0	موكوستا 100 مجم 20 أقراص	موكوستا	100 مجم	20	أقراص	ريباميبيد	علاج قرحة المعدة	المعدة والهضم	أوتسوكا	فموي صلب	يعالج ويحمي من قرحة المعدة والاثني عشر ويقلل الحموضة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/mucosta-100-mg-20-tablets-570377.jpg?v=1687639791
54.0	ميوفين 30 كبسولات	ميوفين		30	كبسولات	كلورزوكسازون + إيبوبروفين	باسط للعضلات	المخ والأعصاب	إيفا فارما	فموي صلب	يرخي العضلات المشدودة والمؤلمة ويخفف التشنج.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/myofen-30-capsules-843842.jpg?v=1687733134
234.0	نابيبرادين 5 مجم 30 أقراص	نابيبرادين	5 مجم	30	أقراص	إيفابرادين	مضاد لنقص التروية القلبية	القلب والضغط	جلوبال نابي فارماسيوتيكالز	فموي صلب	يحسّن وصول الدم والأكسجين إلى القلب للوقاية من ألم الصدر (الذبحة) وتخفيفه.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/napibradine-5-mg-30-tablets-124373.jpg?v=1729745871
198.0	ناشيليف 10 مجم 20 أقراص	ناشيليف	10 مجم	20	أقراص	أوبيتيتشوليس أسيد	منشط مستقبل FXR	الأورام والمناعة	مارسيرل	فموي صلب	يعالج بعض أمراض الكبد المزمنة. يتطلب إشرافًا متخصصًا.	https://demov2.egypt.dawatech.com/web/image/product.template/5561/image_1920
126.0	ناشيليف 5 مجم 20 أقراص	ناشيليف	5 مجم	20	أقراص	أوبيتيتشوليس أسيد	منشط مستقبل FXR	الأورام والمناعة	مارسيرل	فموي صلب	يعالج بعض أمراض الكبد المزمنة. يتطلب إشرافًا متخصصًا.	https://demov2.egypt.dawatech.com/web/image/product.template/8147/image_1920
90.0	ناسوفلوتين بخاخ أنف	ناسوفلوتين			بخاخ أنف	فلوتيكاسون فوروت	موسّع شعب مع كورتيزون	الربو والتنفس	إيوروبين إيجيبتيان فارم إيند	بخاخ	يجمع موسّعًا للشعب الهوائية مع مضاد للالتهاب للسيطرة على الربو ومنع النوبات.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/nasoflutin-nasal-spray-120-doses-3854788.jpg?v=1770609786
157.0	ناسونيكس 0.05% بخاخ أنف	ناسونيكس	0.05%		بخاخ أنف	موميتاسون فوروت	مضاد التهاب - كورتيكوستيرويد	الحساسية	مسد > ميرك شارب دوهم سسيينتيفيس أوفيس	بخاخ	دواء من نوع الكورتيزون يقلل الالتهاب والتورم وردود الفعل التحسسية أو المناعية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/nasonex-005-nasal-spray-120-puffs-514994.jpg?v=1687733133
55.0	ناتريليكس سر 1.5 مجم 30 أقراص	ناتريليكس سر	1.5 مجم	30	أقراص	إنداباميد	مدر للبول خافض للضغط	القلب والضغط	سيرفيير	فموي صلب	مدر للبول يتخلص من السوائل والأملاح الزائدة لخفض ضغط الدم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/natrilix-sr-15-mg-30-tablets-554726.jpg?v=1698029122
105.0	نيباسكو 5 مجم 30 أقراص	نيباسكو	5 مجم	30	أقراص	نيبيفولول هيدروكلوريد	حاصر بيتا انتقائي	القلب والضغط	فوتور فارماسيوتيكال إندستريز فبي > تابوك فارما	فموي صلب	يخفض ضغط الدم ويبطئ ضربات القلب السريعة ويقلل العبء على القلب.	https://demov2.egypt.dawatech.com/web/image/product.template/11325/image_1920
102.0	نيبيليت 5 مجم 14 أقراص	نيبيليت	5 مجم	14	أقراص	نيبيفولول هيدروكلوريد	حاصر بيتا انتقائي	القلب والضغط	ميناريني > إيجيبتيان فارماسيوتيكال ترادينج كومباني	فموي صلب	يخفض ضغط الدم ويبطئ ضربات القلب السريعة ويقلل العبء على القلب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/nebilet-5-mg-14-tablets-311666.jpg?v=1687733133
7.5	نيوهايمورهان 6 لبوس	نيوهايمورهان		6	لبوس	ألومينيوم أسيتات + ليدوكاين + بريدنيزولون + روسكوس إيكستراكت + زينس أوكسيد	علاج البواسير	البواسير والدوالي	ميسر	شرجي	يخفف ألم وحكة وتورم البواسير.	https://demov2.egypt.dawatech.com/web/image/product.template/18634/image_1920
19.0	نيوميسين 500 مجم 20 أقراص	نيوميسين	500 مجم	20	أقراص	نيوميسين	مضاد حيوي أمينوجليكوزيد	المضادات الحيوية	ميمفيس	فموي صلب	مضاد حيوي قوي يقتل البكتيريا المسببة للعدوى الشديدة.	https://demov2.egypt.dawatech.com/web/image/product.template/17652/image_1920
52.0	نيوزوليد 600 مجم 3 أقراص	نيوزوليد	600 مجم	3	أقراص	أزيثرومايسين	مضاد حيوي ماكروليد	المضادات الحيوية	بورج	فموي صلب	مضاد حيوي لعلاج التهابات الصدر والحلق والجيوب الأنفية والجلد، وخيار شائع لمن لديه حساسية من البنسلين.	https://demov2.egypt.dawatech.com/web/image/product.template/15762/image_1920
20.0	نيورازين 25 مجم 20 أقراص	نيورازين	25 مجم	20	أقراص	كلوربرومازين	مضادات الذهان النفسية	الصحة النفسية	ميسر	فموي صلب	يعالج الحالات النفسية مثل الفصام والاضطراب ثنائي القطب عن طريق موازنة كيمياء المخ. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/18592/image_1920
46.0	نيفيلوب 2.5 مجم 14 أقراص	نيفيلوب	2.5 مجم	14	أقراص	نيبيفولول هيدروكلوريد	حاصر بيتا انتقائي	القلب والضغط	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يخفض ضغط الدم ويبطئ ضربات القلب السريعة ويقلل العبء على القلب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/nevilob-25-mg-14-tablets-899268.jpg?v=1687733193
86.0	نيفيلوب بلوس 5/12.5 مجم 20 أقراص	نيفيلوب بلوس	5/12.5 مجم	20	أقراص	نيبيفولول هيدروكلوريد + هيدروكلوروثيازيد	خافض ضغط مركّب - حاصر بيتا مع مدر بول	القلب والضغط	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يجمع حاصر بيتا مع مدر للبول لخفض ضغط الدم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/nevilob-plus-5-mg-125-mg-20-tablets-2496394.jpg?v=1782310926
92.0	نيفيلوب بلوس 5/25 مجم 20 أقراص	نيفيلوب بلوس	5/25 مجم	20	أقراص	نيبيفولول هيدروكلوريد + هيدروكلوروثيازيد	خافض ضغط مركّب - حاصر بيتا مع مدر بول	القلب والضغط	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يجمع حاصر بيتا مع مدر للبول لخفض ضغط الدم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/nevilob-plus-5-mg-25-mg-20-tablets-2285953.jpg?v=1779639007
44.0	نيفكسال فورت 0.3% قطرة عين 5 مل	نيفكسال فورت	0.3%	5 مل	قطرة عين	نيبافيناس	مضاد التهاب غير ستيرويدي	المسكنات	أورتشيديا فارماسيوتيكال إندستريز > أورتشيديا	عيني	مسكن مضاد للالتهاب يخفف الألم ويقلل التورم والحرارة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/nevxal-forte-03-eye-drops-5-ml-9094230.jpg?v=1783853047
44.0	نيوبيزيم 20 أقراص	نيوبيزيم		20	أقراص	تشيموتريبسين + تريبسين	علاج تعويض الإنزيم	القلب والضغط	إيل نيل	فموي صلب	يعوّض إنزيمًا ناقصًا في الجسم للتحكم في حالة استقلابية معينة. يتطلب إشرافًا متخصصًا.	https://demov2.egypt.dawatech.com/web/image/product.template/17035/image_1920
